-25.5,0
-25.45,0
-25.4,1.60284e-21
-25.35,4.51027e-21
-25.3,8.47802e-21
-25.25,1.33092e-20
-25.2,1.88483e-20
-25.15,2.49752e-20
-25.1,3.16004e-20
-25.05,3.86604e-20
-25,4.61139e-20
-24.95,5.39391e-20
-24.9,6.21302e-20
-24.85,7.06962e-20
-24.8,7.96585e-20
-24.75,8.90502e-20
-24.7,9.89146e-20
-24.65,1.09305e-19
-24.6,1.20285e-19
-24.55,1.31925e-19
-24.5,1.44308e-19
-24.45,1.57525e-19
-24.4,1.71676e-19
-24.35,1.86873e-19
-24.3,2.03238e-19
-24.25,2.20906e-19
-24.2,2.40022e-19
-24.15,2.60748e-19
-24.1,2.83258e-19
-24.05,3.07744e-19
-24,3.34415e-19
-23.95,3.63498e-19
-23.9,3.95241e-19
-23.85,4.29914e-19
-23.8,4.67813e-19
-23.75,5.0926e-19
-23.7,5.54604e-19
-23.65,6.04228e-19
-23.6,6.58548e-19
-23.55,7.18019e-19
-23.5,7.83135e-19
-23.45,8.54436e-19
-23.4,9.3251e-19
-23.35,1.018e-18
-23.3,1.1116e-18
-23.25,1.21408e-18
-23.2,1.32626e-18
-23.15,1.44906e-18
-23.1,1.58346e-18
-23.05,1.73053e-18
-23,1.89145e-18
-22.95,2.06749e-18
-22.9,2.26006e-18
-22.85,2.47067e-18
-22.8,2.70098e-18
-22.75,2.95279e-18
-22.7,3.22808e-18
-22.65,3.52899e-18
-22.6,3.85787e-18
-22.55,4.21725e-18
-22.5,4.60994e-18
-22.45,5.03895e-18
-22.4,5.5076e-18
-22.35,6.01949e-18
-22.3,6.57856e-18
-22.25,7.18908e-18
-22.2,7.85572e-18
-22.15,8.58359e-18
-22.1,9.37823e-18
-22.05,1.02457e-17
-22,1.11926e-17
-21.95,1.22261e-17
-21.9,1.33541e-17
-21.85,1.45851e-17
-21.8,1.59285e-17
-21.75,1.73944e-17
-21.7,1.89939e-17
-21.65,2.07391e-17
-21.6,2.26432e-17
-21.55,2.47205e-17
-21.5,2.69867e-17
-21.45,2.94589e-17
-21.4,3.21558e-17
-21.35,3.50976e-17
-21.3,3.83064e-17
-21.25,4.18065e-17
-21.2,4.56241e-17
-21.15,4.9788e-17
-21.1,5.43294e-17
-21.05,5.92825e-17
-21,6.46845e-17
-20.95,7.0576e-17
-20.9,7.70012e-17
-20.85,8.40084e-17
-20.8,9.16501e-17
-20.75,9.99838e-17
-20.7,1.09072e-16
-20.65,1.18983e-16
-20.6,1.29791e-16
-20.55,1.41577e-16
-20.5,1.54429e-16
-20.45,1.68445e-16
-20.4,1.83729e-16
-20.35,2.00396e-16
-20.3,2.1857e-16
-20.25,2.38389e-16
-20.2,2.60001e-16
-20.15,2.83568e-16
-20.1,3.09268e-16
-20.05,3.37291e-16
-20,3.67851e-16
-19.95,4.01174e-16
-19.9,4.37512e-16
-19.85,4.77137e-16
-19.8,5.20347e-16
-19.75,5.67466e-16
-19.7,6.18848e-16
-19.65,6.74879e-16
-19.6,7.35978e-16
-19.55,8.02606e-16
-19.5,8.75263e-16
-19.45,9.54493e-16
-19.4,1.04089e-15
-19.35,1.13511e-15
-19.3,1.23786e-15
-19.25,1.3499e-15
-19.2,1.47208e-15
-19.15,1.60532e-15
-19.1,1.75063e-15
-19.05,1.90908e-15
-19,2.08188e-15
-18.95,2.27032e-15
-18.9,2.47583e-15
-18.85,2.69994e-15
-18.8,2.94434e-15
-18.75,3.21087e-15
-18.7,3.50155e-15
-18.65,3.81854e-15
-18.6,4.16425e-15
-18.55,4.54127e-15
-18.5,4.95244e-15
-18.45,5.40086e-15
-18.4,5.88991e-15
-18.35,6.42326e-15
-18.3,7.00495e-15
-18.25,7.63934e-15
-18.2,8.33123e-15
-18.15,9.08582e-15
-18.1,9.90881e-15
-18.05,1.08064e-14
-18,1.17854e-14
-17.95,1.28531e-14
-17.9,1.40176e-14
-17.85,1.52877e-14
-17.8,1.6673e-14
-17.75,1.81839e-14
-17.7,1.98319e-14
-17.65,2.16293e-14
-17.6,2.35898e-14
-17.55,2.57281e-14
-17.5,2.80605e-14
-17.45,3.06045e-14
-17.4,3.33793e-14
-17.35,3.6406e-14
-17.3,3.97073e-14
-17.25,4.33084e-14
-17.2,4.72363e-14
-17.15,5.15208e-14
-17.1,5.61943e-14
-17.05,6.12922e-14
-17,6.6853e-14
-16.95,7.29188e-14
-16.9,7.95356e-14
-16.85,8.67535e-14
-16.8,9.4627e-14
-16.75,1.03216e-13
-16.7,1.12585e-13
-16.65,1.22806e-13
-16.6,1.33955e-13
-16.55,1.46118e-13
-16.5,1.59386e-13
-16.45,1.73861e-13
-16.4,1.89652e-13
-16.35,2.06878e-13
-16.3,2.25671e-13
-16.25,2.46172e-13
-16.2,2.68539e-13
-16.15,2.9294e-13
-16.1,3.1956e-13
-16.05,3.48603e-13
-16,3.80288e-13
-15.95,4.14857e-13
-15.9,4.52572e-13
-15.85,4.93719e-13
-15.8,5.38612e-13
-15.75,5.87592e-13
-15.7,6.41031e-13
-15.65,6.99336e-13
-15.6,7.62952e-13
-15.55,8.32361e-13
-15.5,9.08092e-13
-15.45,9.90723e-13
-15.4,1.08088e-12
-15.35,1.17926e-12
-15.3,1.28659e-12
-15.25,1.40372e-12
-15.2,1.53151e-12
-15.15,1.67096e-12
-15.1,1.82312e-12
-15.05,1.98916e-12
-15,2.17033e-12
-14.95,2.36803e-12
-14.9,2.58377e-12
-14.85,2.81918e-12
-14.8,3.07607e-12
-14.75,3.35641e-12
-14.7,3.66232e-12
-14.65,3.99616e-12
-14.6,4.36047e-12
-14.55,4.75804e-12
-14.5,5.19191e-12
-14.45,5.6654e-12
-14.4,6.18213e-12
-14.35,6.74606e-12
-14.3,7.36151e-12
-14.25,8.03318e-12
-14.2,8.76623e-12
-14.15,9.56627e-12
-14.1,1.04394e-11
-14.05,1.13924e-11
-14,1.24325e-11
-13.95,1.35677e-11
-13.9,1.48068e-11
-13.85,1.61591e-11
-13.8,1.76352e-11
-13.75,1.92463e-11
-13.7,2.10048e-11
-13.65,2.29242e-11
-13.6,2.50193e-11
-13.55,2.73062e-11
-13.5,2.98024e-11
-13.45,3.25273e-11
-13.4,3.55016e-11
-13.35,3.87484e-11
-13.3,4.22926e-11
-13.25,4.61615e-11
-13.2,5.0385e-11
-13.15,5.49955e-11
