25.5,0
25.45,0
25.4,1.07426e-18
25.35,3.02291e-18
25.3,5.68247e-18
25.25,8.92136e-18
25.2,1.26357e-17
25.15,1.67453e-17
25.1,2.11906e-17
25.05,2.59294e-17
25,3.09342e-17
24.95,3.61904e-17
24.9,4.16945e-17
24.85,4.74524e-17
24.8,5.34785e-17
24.75,5.97949e-17
24.7,6.64307e-17
24.65,7.34213e-17
24.6,8.08087e-17
24.55,8.8641e-17
24.5,9.69724e-17
24.45,1.05864e-16
24.4,1.15382e-16
24.35,1.25601e-16
24.3,1.36603e-16
24.25,1.48476e-16
24.2,1.61319e-16
24.15,1.75237e-16
24.1,1.90349e-16
24.05,2.06779e-16
24,2.24668e-16
23.95,2.44166e-16
23.9,2.65438e-16
23.85,2.88664e-16
23.8,3.14039e-16
23.75,3.41776e-16
23.7,3.72108e-16
23.65,4.05289e-16
23.6,4.41594e-16
23.55,4.81324e-16
23.5,5.24807e-16
23.45,5.72401e-16
23.4,6.24494e-16
23.35,6.81511e-16
23.3,7.43915e-16
23.25,8.12209e-16
23.2,8.86942e-16
23.15,9.68713e-16
23.1,1.05817e-15
23.05,1.15604e-15
23,1.26307e-15
22.95,1.38013e-15
22.9,1.50813e-15
22.85,1.64807e-15
22.8,1.80104e-15
22.75,1.96824e-15
22.7,2.15096e-15
22.65,2.35062e-15
22.6,2.56876e-15
22.55,2.80706e-15
22.5,3.06735e-15
22.45,3.35162e-15
22.4,3.66205e-15
22.35,4.00101e-15
22.3,4.37108e-15
22.25,4.77508e-15
22.2,5.21607e-15
22.15,5.6974e-15
22.1,6.22271e-15
22.05,6.79597e-15
22,7.42152e-15
21.95,8.10406e-15
21.9,8.84875e-15
21.85,9.66118e-15
21.8,1.05475e-14
21.75,1.15142e-14
21.7,1.25688e-14
21.65,1.3719e-14
21.6,1.49735e-14
21.55,1.63417e-14
21.5,1.78338e-14
21.45,1.9461e-14
21.4,2.12354e-14
21.35,2.31704e-14
21.3,2.52802e-14
21.25,2.75808e-14
21.2,3.00892e-14
21.15,3.28241e-14
21.1,3.5806e-14
21.05,3.90571e-14
21,4.26016e-14
20.95,4.64658e-14
20.9,5.06787e-14
20.85,5.52715e-14
20.8,6.02784e-14
20.75,6.57367e-14
20.7,7.1687e-14
20.65,7.81737e-14
20.6,8.52448e-14
20.55,9.29532e-14
20.5,1.01356e-13
20.45,1.10516e-13
20.4,1.20501e-13
20.35,1.31385e-13
20.3,1.4325e-13
20.25,1.56183e-13
20.2,1.70281e-13
20.15,1.85648e-13
20.1,2.02399e-13
20.05,2.20659e-13
20,2.40562e-13
19.95,2.62258e-13
19.9,2.85908e-13
19.85,3.11686e-13
19.8,3.39786e-13
19.75,3.70415e-13
19.7,4.03803e-13
19.65,4.40196e-13
19.6,4.79867e-13
19.55,5.23109e-13
19.5,5.70244e-13
19.45,6.21624e-13
19.4,6.7763e-13
19.35,7.38678e-13
19.3,8.05224e-13
19.25,8.77763e-13
19.2,9.56833e-13
19.15,1.04302e-12
19.1,1.13698e-12
19.05,1.23939e-12
19,1.35103e-12
18.95,1.47272e-12
18.9,1.60537e-12
18.85,1.74997e-12
18.8,1.9076e-12
18.75,2.07942e-12
18.7,2.26672e-12
18.65,2.47089e-12
18.6,2.69346e-12
18.55,2.93608e-12
18.5,3.20056e-12
18.45,3.48886e-12
18.4,3.80315e-12
18.35,4.14575e-12
18.3,4.51923e-12
18.25,4.92636e-12
18.2,5.37018e-12
18.15,5.85401e-12
18.1,6.38144e-12
18.05,6.95641e-12
18,7.5832e-12
17.95,8.2665e-12
17.9,9.01139e-12
17.85,9.82343e-12
17.8,1.07087e-11
17.75,1.16738e-11
17.7,1.27258e-11
17.65,1.38728e-11
17.6,1.51232e-11
17.55,1.64863e-11
17.5,1.79724e-11
17.45,1.95925e-11
17.4,2.13587e-11
17.35,2.32843e-11
17.3,2.53835e-11
17.25,2.76721e-11
17.2,3.01672e-11
17.15,3.28874e-11
17.1,3.5853e-11
17.05,3.90862e-11
17,4.26111e-11
16.95,4.64541e-11
16.9,5.0644e-11
16.85,5.5212e-11
16.8,6.01922e-11
16.75,6.5622e-11
16.7,7.1542e-11
16.65,7.79963e-11
16.6,8.50333e-11
16.55,9.27057e-11
16.5,1.01071e-10
16.45,1.10191e-10
16.4,1.20135e-10
16.35,1.30977e-10
16.3,1.42798e-10
16.25,1.55687e-10
16.2,1.6974e-10
16.15,1.85062e-10
16.1,2.01768e-10
16.05,2.19984e-10
16,2.39845e-10
15.95,2.615e-10
15.9,2.85113e-10
15.85,3.10859e-10
15.8,3.38931e-10
15.75,3.69541e-10
15.7,4.02917e-10
15.65,4.3931e-10
15.6,4.78993e-10
15.55,5.22262e-10
15.5,5.69444e-10
15.45,6.20891e-10
15.4,6.76989e-10
15.35,7.38161e-10
15.3,8.04864e-10
15.25,8.77599e-10
15.2,9.56912e-10
15.15,1.0434e-09
15.1,1.13771e-09
15.05,1.24055e-09
15,1.35269e-09
14.95,1.47499e-09
14.9,1.60834e-09
14.85,1.75376e-09
14.8,1.91234e-09
14.75,2.08528e-09
14.7,2.27386e-09
14.65,2.47952e-09
14.6,2.70378e-09
14.55,2.94836e-09
14.5,3.21507e-09
14.45,3.50593e-09
14.4,3.82312e-09
14.35,4.16904e-09
14.3,4.54629e-09
14.25,4.9577e-09
14.2,5.40637e-09
14.15,5.89568e-09
14.1,6.42932e-09
14.05,7.01131e-09
14,7.64602e-09
13.95,8.33824e-09
13.9,9.09319e-09
13.85,9.91656e-09
13.8,1.08145e-08
13.75,1.17939e-08
13.7,1.28621e-08
13.65,1.40271e-08
13.6,1.52977e-08
13.55,1.66835e-08
13.5,1.8195e-08
13.45,1.98435e-08
13.4,2.16416e-08
13.35,2.36027e-08
13.3,2.57417e-08
13.25,2.80748e-08
13.2,3.06195e-08
13.15,3.33951e-08
13.1,3.64226e-08
13.05,3.97248e-08
13,4.33267e-08
12.95,4.72556e-08
12.9,5.1541e-08
12.85,5.62156e-08
12.8,6.13145e-08
12.75,6.68764e-08
12.7,7.29434e-08
12.65,7.95614e-08
12.6,8.67805e-08
12.55,9.46553e-08
12.5,1.03245e-07
12.45,1.12616e-07
12.4,1.22838e-07
12.35,1.33989e-07
12.3,1.46154e-07
12.25,1.59424e-07
12.2,1.739e-07
12.15,1.89693e-07
12.1,2.06921e-07
