0,488,0,12,0
0.001,488,0,12,0
0.002,488,0,12,0
0.003,488,0,12,0
0.004,488,0,12,0
0.005,488,0,12,0
0.006,488,0,12,0
0.007,488,0,12,0
0.008,488,0,12,0
0.009,488,0,12,0
0.01,488,0,12,0
0.011,488,0,12,0
0.012,488,0,12,0
0.013,488,0,12,0
0.014,488,0,12,0
0.015,488,0,12,0
0.016,488,0,12,0
0.017,488,0,12,0
0.018,488,0,12,0
0.019,488,0,12,0
0.02,488,0,12,0
0.021,487,1,12,0
0.022,487,1,12,0
0.023,487,1,12,0
0.024,487,1,12,0
0.025,487,1,12,0
0.026,487,1,12,0
0.027,487,1,12,0
0.028,487,1,12,0
0.029,487,1,12,0
0.03,487,1,12,0
0.031,487,1,12,0
0.032,487,1,12,0
0.033,487,1,12,0
0.034,487,1,12,0
0.035,487,1,12,0
0.036,487,1,12,0
0.037,487,1,12,0
0.038,487,1,12,0
0.039,487,1,12,0
0.04,487,1,12,0
0.041,487,1,12,0
0.042,487,1,12,0
0.043,487,1,12,0
0.044,487,1,12,0
0.045,487,1,12,0
0.046,487,1,12,0
0.047,487,1,12,0
0.048,487,1,12,0
0.049,487,1,12,0
0.05,487,1,12,0
0.051,487,1,12,0
0.052,487,1,12,0
0.053,487,1,12,0
0.054,487,1,12,0
0.055,487,1,12,0
0.056,487,1,12,0
0.057,487,1,12,0
0.058,487,1,12,0
0.059,487,1,12,0
0.06,487,1,12,0
0.061,487,1,12,0
0.062,487,1,12,0
0.063,487,1,12,0
0.064,487,1,12,0
0.065,487,1,12,0
0.066,487,1,12,0
0.067,487,1,12,0
0.068,487,1,12,0
0.069,487,1,12,0
0.07,487,1,12,0
0.071,487,1,12,0
0.072,487,1,12,0
0.073,487,1,12,0
0.074,487,1,12,0
0.075,487,1,12,0
0.076,486,2,12,0
0.077,486,2,12,0
0.078,486,2,12,0
0.079,486,2,12,0
0.08,486,2,12,0
0.081,486,2,12,0
0.082,486,2,12,0
0.083,486,2,12,0
0.084,486,2,12,0
0.085,486,2,12,0
0.086,486,2,12,0
0.087,486,2,12,0
0.088,486,2,12,0
0.089,486,2,12,0
0.09,486,2,12,0
0.091,486,2,12,0
0.092,486,2,12,0
0.093,486,2,12,0
0.094,486,2,12,0
0.095,486,2,12,0
0.096,486,2,12,0
0.097,486,2,12,0
0.098,486,2,12,0
0.099,486,2,12,0
0.1,486,2,12,0
0.101,486,2,12,0
0.102,486,2,12,0
0.103,486,2,12,0
0.104,486,2,12,0
0.105,486,2,12,0
0.106,486,2,12,0
0.107,486,2,12,0
0.108,486,2,12,0
0.109,486,2,12,0
0.11,486,2,12,0
0.111,486,2,12,0
0.112,486,2,12,0
0.113,486,2,12,0
0.114,486,2,12,0
0.115,486,2,12,0
0.116,486,2,12,0
0.117,486,2,12,0
0.118,486,2,12,0
0.119,486,2,12,0
0.12,486,2,12,0
0.121,486,2,12,0
0.122,486,2,12,0
0.123,486,2,12,0
0.124,486,2,12,0
0.125,486,2,12,0
0.126,486,2,12,0
0.127,486,2,12,0
0.128,486,2,12,0
0.129,486,2,12,0
0.13,486,2,12,0
0.131,486,2,12,0
0.132,486,2,12,0
0.133,486,2,12,0
0.134,486,2,12,0
0.135,486,2,12,0
0.136,486,2,12,0
0.137,486,2,12,0
0.138,486,2,12,0
0.139,486,2,12,0
0.14,486,2,12,0
0.141,486,2,12,0
0.142,486,2,12,0
0.143,486,2,12,0
0.144,486,2,12,0
0.145,486,2,12,0
0.146,486,2,12,0
0.147,486,2,12,0
0.148,486,2,12,0
0.149,486,2,12,0
0.15,486,2,12,0
0.151,486,2,12,0
0.152,486,2,12,0
0.153,486,2,12,0
0.154,486,2,12,0
0.155,486,2,12,0
0.156,486,2,12,0
0.157,486,2,12,0
0.158,486,2,12,0
0.159,486,2,12,0
0.16,486,2,12,0
0.161,486,2,12,0
0.162,486,2,12,0
