0,488,0,12,0
0.0807298,487,1,12,0
0.0832826,486,2,12,0
0.184339,485,3,12,0
0.260039,484,4,12,0
0.345159,483,5,12,0
0.511388,483,5,11,1
0.547942,482,6,11,1
0.802647,481,7,11,1
0.901976,480,8,11,1
0.933905,480,7,12,1
1.00862,479,8,12,1
1.09804,478,9,12,1
1.19113,477,10,12,1
1.3168,476,11,12,1
1.38956,475,12,12,1
1.40925,474,13,12,1
1.46707,473,14,12,1
1.55007,472,15,12,1
1.55383,471,16,12,1
1.85208,470,17,12,1
1.85346,469,18,12,1
2.40632,469,17,13,1
2.40975,468,18,13,1
2.45859,467,19,13,1
2.79158,466,20,13,1
2.87391,465,21,13,1
2.87867,464,22,13,1
2.93859,463,23,13,1
2.97602,463,23,12,2
3.04607,462,24,12,2
3.49722,461,25,12,2
4.29768,460,26,12,2
4.34566,459,27,12,2
4.401,459,26,13,2
5.28165,458,27,13,2
5.28876,458,26,14,2
5.56592,457,27,14,2
5.73877,456,28,14,2
5.78697,456,27,15,2
5.8685,455,28,15,2
5.89958,454,29,15,2
5.9829,453,30,15,2
6.09567,453,30,14,3
6.16153,452,31,14,3
6.23229,451,32,14,3
6.39649,450,33,14,3
6.41665,449,34,14,3
6.47589,449,34,13,4
6.49052,448,35,13,4
6.59946,448,34,14,4
6.73809,448,33,15,4
6.74442,447,34,15,4
6.78843,446,35,15,4
6.81727,445,36,15,4
6.87959,444,37,15,4
6.9565,443,38,15,4
7.07152,442,39,15,4
7.08971,441,40,15,4
7.32752,441,39,16,4
7.71506,441,38,17,4
7.72038,440,39,17,4
7.7432,439,40,17,4
7.76892,438,41,17,4
7.83043,438,40,18,4
7.89506,437,41,18,4
7.99644,436,42,18,4
8.00442,435,43,18,4
8.0536,434,44,18,4
8.0705,433,45,18,4
8.25574,432,46,18,4
8.32217,431,47,18,4
8.32237,430,48,18,4
8.42341,430,47,19,4
8.61638,429,48,19,4
8.743,429,47,20,4
8.76015,428,48,20,4
8.8972,427,49,20,4
8.91329,427,48,21,4
8.92814,426,49,21,4
9.00944,425,50,21,4
9.01786,425,50,20,5
9.33923,424,51,20,5
9.68083,423,52,20,5
9.78668,422,53,20,5
9.92273,421,54,20,5
9.95559,420,55,20,5
10.073,420,54,21,5
10.2567,420,53,22,5
10.2632,419,54,22,5
10.2955,418,55,22,5
10.445,418,54,23,5
10.578,417,55,23,5
10.92,416,56,23,5
10.9317,415,57,23,5
10.943,414,58,23,5
10.9507,413,59,23,5
11.0591,412,60,23,5
11.1815,411,61,23,5
11.2393,410,62,23,5
11.438,409,63,23,5
11.4458,408,64,23,5
11.5458,408,63,24,5
11.563,407,64,24,5
11.6782,406,65,24,5
11.9115,405,66,24,5
11.9581,404,67,24,5
12.0001,403,68,24,5
12.0019,402,69,24,5
12.0371,401,70,24,5
12.1873,401,69,25,5
12.3043,400,70,25,5
12.3273,400,69,26,5
12.7581,399,70,26,5
12.8055,398,71,26,5
12.8309,397,72,26,5
12.84,396,73,26,5
12.9237,395,74,26,5
12.9885,394,75,26,5
13.2952,394,74,27,5
13.5555,394,73,28,5
13.5707,394,72,29,5
13.5799,393,73,29,5
13.6079,392,74,29,5
13.6468,392,74,28,6
13.7064,391,75,28,6
13.7823,390,76,28,6
13.7906,390,75,29,6
13.8743,389,76,29,6
13.9235,389,75,30,6
13.9658,388,76,30,6
13.9871,388,75,31,6
14.0569,387,76,31,6
14.088,386,77,31,6
14.1065,385,78,31,6
14.1819,384,79,31,6
14.327,384,78,32,6
14.3552,384,77,33,6
14.3576,383,78,33,6
14.3689,382,79,33,6
14.4634,381,80,33,6
14.4694,381,80,32,7
14.4967,380,81,32,7
14.575,380,80,33,7
14.6529,379,81,33,7
14.697,378,82,33,7
14.8132,378,81,34,7
14.8254,377,82,34,7
14.8265,376,83,34,7
14.8414,375,84,34,7
14.8608,374,85,34,7
14.8686,373,86,34,7
15.0048,373,85,35,7
15.0696,372,86,35,7
15.1484,372,85,36,7
15.1552,371,86,36,7
15.2145,371,85,37,7
15.2668,371,84,38,7
15.2839,370,85,38,7
15.3702,369,86,38,7
15.4815,369,85,39,7
15.5372,369,85,38,8
15.5602,368,86,38,8
15.5667,367,87,38,8
15.5789,367,86,39,8
15.5893,366,87,39,8
15.7797,366,86,40,8
15.788,366,86,39,9
15.8076,365,87,39,9
15.8817,365,86,40,9
15.8888,364,87,40,9
15.9149,363,88,40,9
15.9366,363,87,41,9
15.9399,362,88,41,9
15.9646,362,87,42,9
16.1725,361,88,42,9
16.1749,360,89,42,9
16.2148,359,90,42,9
16.2911,358,91,42,9
16.296,357,92,42,9
16.3145,357,91,43,9
16.3321,357,91,42,10
16.3828,356,92,42,10
16.4731,355,93,42,10
16.545,355,92,43,10
16.5478,354,93,43,10
16.5674,354,92,44,10
16.675,354,91,45,10
16.7167,353,92,45,10
16.9274,352,93,45,10
16.9498,351,94,45,10
16.9801,351,93,46,10
16.9943,350,94,46,10
16.9977,349,95,46,10
17.0563,349,94,47,10
17.084,348,95,47,10
17.0944,347,96,47,10
17.1564,346,97,47,10
17.177,345,98,47,10
17.2409,345,97,48,10
17.3369,344,98,48,10
17.3606,343,99,48,10
17.4437,342,100,48,10
17.4582,341,101,48,10
17.4851,341,100,49,10
17.5139,340,101,49,10
17.5343,340,100,50,10
17.612,340,100,49,11
17.6217,340,99,50,11
17.6437,339,100,50,11
17.716,338,101,50,11
17.8281,337,102,50,11
17.8368,336,103,50,11
17.8402,335,104,50,11
17.8625,334,105,50,11
17.871,334,104,51,11
17.9538,333,105,51,11
17.9606,332,106,51,11
18.0102,332,105,52,11
18.0145,331,106,52,11
18.027,331,106,51,12
18.066,330,107,51,12
18.0744,329,108,51,12
18.0949,329,108,50,13
18.1134,329,108,49,14
18.1583,329,107,50,14
18.2201,329,106,51,14
18.2762,328,107,51,14
18.323,327,108,51,14
