0,1999,0,1,0
4.5671,1998,1,1,0
4.91412,1997,2,1,0
4.94183,1996,3,1,0
5.28828,1995,4,1,0
6.83392,1994,5,1,0
9.29022,1994,4,2,0
9.65923,1993,5,2,0
10.1105,1992,6,2,0
10.5693,1991,7,2,0
11.3771,1990,8,2,0
12.195,1989,9,2,0
14.4416,1988,10,2,0
15.3506,1987,11,2,0
16.0481,1986,12,2,0
16.3171,1986,11,3,0
16.7832,1985,12,3,0
16.9528,1985,11,4,0
17.0743,1984,12,4,0
17.2637,1984,11,5,0
18.1129,1984,11,4,1
18.2161,1983,12,4,1
19.9468,1982,13,4,1
20.1191,1981,14,4,1
20.3548,1981,13,5,1
20.445,1980,14,5,1
20.6634,1979,15,5,1
21.0437,1979,14,6,1
21.128,1978,15,6,1
21.196,1978,14,7,1
21.2376,1978,14,6,2
21.2698,1977,15,6,2
21.4483,1976,16,6,2
21.7314,1975,17,6,2
22.1189,1974,18,6,2
22.2932,1974,18,5,3
22.5228,1973,19,5,3
22.7674,1973,18,6,3
22.7776,1972,19,6,3
23.1146,1971,20,6,3
23.1733,1970,21,6,3
23.4155,1970,20,7,3
24.4202,1969,21,7,3
24.4577,1968,22,7,3
24.5026,1967,23,7,3
24.8812,1967,22,8,3
25.149,1967,21,9,3
25.2784,1967,20,10,3
25.364,1966,21,10,3
25.4635,1966,21,9,4
25.5087,1965,22,9,4
25.5155,1964,23,9,4
25.5237,1963,24,9,4
25.582,1962,25,9,4
26.062,1961,26,9,4
26.2661,1961,25,10,4
26.3038,1960,26,10,4
26.5734,1960,25,11,4
26.5884,1960,25,10,5
26.8148,1959,26,10,5
27.0113,1958,27,10,5
27.0244,1957,28,10,5
27.0727,1956,29,10,5
27.2585,1955,30,10,5
27.5296,1954,31,10,5
27.5704,1953,32,10,5
27.6169,1952,33,10,5
27.7006,1951,34,10,5
27.7462,1950,35,10,5
28.2096,1949,36,10,5
28.227,1949,36,9,6
28.5108,1948,37,9,6
28.8816,1948,36,10,6
29.1137,1947,37,10,6
29.1789,1946,38,10,6
29.3336,1946,37,11,6
29.5922,1946,36,12,6
29.975,1945,37,12,6
30.0034,1944,38,12,6
30.0383,1944,37,13,6
30.061,1943,38,13,6
30.2067,1942,39,13,6
30.5206,1941,40,13,6
30.5252,1940,41,13,6
30.6413,1939,42,13,6
30.7098,1938,43,13,6
30.721,1938,42,14,6
30.7645,1938,41,15,6
30.8254,1937,42,15,6
31.2895,1936,43,15,6
31.3002,1935,44,15,6
31.3882,1934,45,15,6
31.4033,1933,46,15,6
31.5068,1932,47,15,6
31.6018,1932,47,14,7
31.7585,1931,48,14,7
31.8397,1931,47,15,7
31.9615,1931,46,16,7
32.1725,1930,47,16,7
32.1731,1929,48,16,7
32.2908,1928,49,16,7
32.3182,1927,50,16,7
32.4167,1926,51,16,7
32.7123,1925,52,16,7
32.7372,1925,51,17,7
32.9184,1924,52,17,7
33.0212,1924,51,18,7
33.1008,1923,52,18,7
33.1475,1922,53,18,7
33.2494,1921,54,18,7
33.4973,1921,53,19,7
33.6036,1920,54,19,7
33.6224,1919,55,19,7
33.6645,1918,56,19,7
33.7774,1917,57,19,7
34.0733,1916,58,19,7
34.2842,1916,57,20,7
34.4783,1916,56,21,7
34.5615,1915,57,21,7
34.5844,1914,58,21,7
34.6397,1913,59,21,7
34.7473,1912,60,21,7
34.7574,1911,61,21,7
34.7904,1911,60,22,7
34.8607,1910,61,22,7
35.0306,1909,62,22,7
35.0564,1908,63,22,7
35.2002,1907,64,22,7
35.2647,1906,65,22,7
35.2652,1906,64,23,7
35.293,1906,63,24,7
35.476,1905,64,24,7
35.5181,1905,63,25,7
35.5258,1904,64,25,7
35.8695,1904,63,26,7
35.8808,1903,64,26,7
36.092,1902,65,26,7
36.1396,1901,66,26,7
36.1597,1900,67,26,7
36.2361,1900,66,27,7
36.3115,1900,65,28,7
36.3662,1900,65,27,8
36.3676,1899,66,27,8
36.4248,1899,66,26,9
36.4774,1899,65,27,9
36.4988,1898,66,27,9
36.6206,1898,65,28,9
36.6979,1897,66,28,9
36.9042,1896,67,28,9
36.9269,1895,68,28,9
36.982,1894,69,28,9
37.1173,1893,70,28,9
37.1401,1892,71,28,9
37.1453,1892,70,29,9
37.1765,1891,71,29,9
