x,cdf
-4.0,0.0
-3.9623115577889445,1.735453520967908e-10
-3.9246231155778895,4.447321537099553e-10
-3.8869346733668344,8.660964639883899e-10
-3.849246231155779,1.5170958572323288e-09
-3.8115577889447234,2.517181187623051e-09
-3.7738693467336684,4.0448428069729964e-09
-3.7361809045226133,6.365179010102958e-09
-3.698492462311558,9.869535688239481e-09
-3.6608040201005023,1.513212316414834e-08
-3.6231155778894473,2.299033969520825e-08
-3.585427135678392,3.465796017440415e-08
-3.5477386934673367,5.1883555322868945e-08
-3.5100502512562812,7.717070137719478e-08
-3.472361809045226,1.1408197559745308e-07
-3.434673366834171,1.676557073189027e-07
-3.3969849246231156,2.449733135067894e-07
-3.35929648241206,3.5592618357351374e-07
-3.321608040201005,5.14244922823917e-07
-3.28391959798995,7.388707790779017e-07
-3.2462311557788945,1.0557697358973549e-06
-3.208542713567839,1.500314515771191e-06
-3.170854271356784,2.1203890014142604e-06
-3.133165829145729,2.9804036533428212e-06
-3.0954773869346734,4.166449510629756e-06
-3.057788944723618,5.792862198851379e-06
-3.020100502512563,8.010515590138871e-06
-2.982412060301508,1.1017216484560782e-05
-2.9447236180904524,1.5070625484409079e-05
-2.907035175879397,2.0504183031950502e-05
-2.869346733668342,2.7746570534712673e-05
-2.8316582914572868,3.73452809197454e-05
-2.7939698492462313,4.999490624245957e-05
-2.7562814070351758,6.657076661034497e-05
-2.7185929648241207,8.81684982805115e-05
-2.6809045226130657,0.00011615018222326812
-2.64321608040201,0.00015219752006216626
-2.6055276381909547,0.00019837244426458082
-2.5678391959798996,0.0002571853761838275
-2.5301507537688446,0.00033167111228459093
-2.492462311557789,0.0004254720203567613
-2.4547738693467336,0.0005429278607414692
-2.4170854271356785,0.0006891711126480753
-2.3793969849246235,0.0008702261865457224
-2.341708542713568,0.0010931103490900212
-2.3040201005025125,0.0013659335911879933
-2.2663316582914574,0.0016979940525371408
-2.2286432160804024,0.002099865003222212
-2.190954773869347,0.002583468806437887
-2.1532663316582914,0.0031621327829970997
-2.1155778894472363,0.0038506215088511017
-2.0778894472361813,0.004665139844581323
-2.040201005025126,0.005623300964052607
-2.0025125628140703,0.0067440538589586315
-1.9648241206030153,0.008047565282142514
-1.9271356783919602,0.009555051881913985
-1.8894472361809047,0.01128855938674347
-1.8517587939698492,0.013270687124399608
-1.8140703517587942,0.015524257884085834
-1.7763819095477391,0.018071935117515623
-1.7386934673366836,0.020935791668301087
-1.7010050251256281,0.024136836542189694
-1.663316582914573,0.027694508589572637
-1.625628140703518,0.03162614825786871
-1.5879396984924625,0.035946460666592725
-1.550251256281407,0.04066698503989063
-1.512562814070352,0.0457955868806157
-1.474874371859297,0.05133599007739013
-1.4371859296482414,0.05728736631003131
-1.399497487437186,0.06364399859258299
-1.3618090452261309,0.07039503453141288
-1.3241206030150758,0.0775243428786973
-1.2864321608040203,0.08501048426806979
-1.2487437185929648,0.09282680370749645
-1.2110552763819098,0.10094164859016995
-1.1733668341708547,0.10931871181599406
-1.1356783919597992,0.11791749526892002
-1.0979899497487438,0.1266938845613302
-1.0603015075376887,0.1356008218353754
-1.0226130653266337,0.14458905969824318
-0.9849246231155782,0.15360797624409847
-0.9472361809045227,0.1626064287343266
-0.9095477386934676,0.17153362198898053
-0.8718592964824126,0.18033996696285212
-0.8341708542713571,0.18897790536922385
-0.7964824120603016,0.19740267755433022
-0.7587939698492465,0.20557301304995051
-0.7211055276381915,0.2134517262319552
-0.683417085427136,0.2210062031456877
-0.6457286432160805,0.2282087696566392
-0.6080402010050254,0.23503693546621687
