x,cdf
-0.5703517587939704,0.24147351301789816
-0.5326633165829149,0.24750661474480692
-0.4949748743718594,0.25312953634226515
-0.45728643216080433,0.2583405376990966
-0.4195979899497493,0.2631425367567754
-0.3819095477386938,0.2675427349182201
-0.3442211055276383,0.2715521957979833
-0.30653266331658324,0.2751854022537755
-0.2688442211055282,0.2784598199684887
-0.2311557788944727,0.28139549957010374
-0.1934673366834172,0.28401475353893435
-0.15577889447236215,0.28634194897744036
-0.1180904522613071,0.28840346248799087
-0.0804020100502516,0.29022784834171916
-0.04271356783919611,0.29184627477781333
-0.005025125628141058,0.2932932840421081
0.03266331658291399,0.2946079274824942
0.07035175879396949,0.2958353150265568
0.10804020100502498,0.297028595833332
0.1457286432160796,0.29825135125279983
0.18341708542713508,0.29958033077031265
0.22110552763819058,0.30110839639672127
0.2587939698492461,0.3029474635826667
0.29648241206030157,0.3052311430561268
0.3341708542713562,0.30811670752277537
0.37185929648241167,0.31178594288741157
0.40954773869346717,0.31644441096574
0.4472361809045218,0.32231866556795513
0.48492462311557727,0.329651040287722
0.5226130653266328,0.3386917730068502
0.5603015075376883,0.3496884492561972
0.5979899497487438,0.3628730233811121
0.6356783919597984,0.37844698999247917
0.6733668341708539,0.39656559414107584
0.7110552763819094,0.417322244552793
0.748743718592964,0.440734484861091
0.7864321608040195,0.4667329421189954
0.824120603015075,0.49515458091108056
0.8618090452261304,0.5257413346963162
0.8994974874371859,0.5581447762102038
0.9371859296482405,0.5919369623523973
0.974874371859296,0.6266270031065923
1.0125628140703515,0.6616823291571455
1.0502512562814061,0.6965531426037344
1.0879396984924616,0.7306981948678961
1.1256281407035171,0.7636098920039174
1.1633165829145726,0.7948368000607751
1.2010050251256281,0.8240019018577889
1.2386934673366827,0.8508154032674877
1.2763819095477382,0.8750814417330999
1.3140703517587937,0.8966986401609865
1.3517587939698483,0.9156550027703921
1.3894472361809038,0.9320181034084766
1.4271356783919593,0.9459218272992864
1.4648241206030148,0.9575510735134637
1.5025125628140703,0.9671258107024578
1.540201005025125,0.9748857263453611
1.5778894472361804,0.9810764577274654
1.615577889447236,0.9859380857543598
1.6532663316582905,0.9896962545974911
1.690954773869346,0.9925559885502392
1.7286432160804015,0.9946980392677668
1.766331658291457,0.9962774265363071
1.8040201005025125,0.9974237370462751
1.841708542713567,0.9982427120876872
1.8793969849246226,0.9988186740508574
1.917085427135678,0.9992173974084355
1.9547738693467327,0.999489106570808
1.9924623115577882,0.9996713666751456
2.0301507537688437,0.9997917132305523
2.067839195979899,0.9998699355026271
2.1055276381909547,0.9999199829457602
2.1432160804020093,0.9999515030803091
2.1809045226130648,0.9999710441765507
2.2185929648241203,0.9999829693435928
2.256281407035175,0.99999013299919
2.2939698492462304,0.9999943690347638
2.331658291457286,0.9999968347286879
2.3693467336683414,0.999998247504955
2.407035175879397,0.9999990443287027
2.4447236180904515,0.9999994867192034
2.482412060301507,0.9999997284900634
2.5201005025125625,0.9999998585539571
2.557788944723617,0.9999999274293634
2.5954773869346726,0.9999999633319895
2.633165829145728,0.999999981754248
2.6708542713567835,0.9999999910592003
2.708542713567839,0.9999999956855667
2.7462311557788937,0.9999999979497967
2.783919597989949,0.9999999990406229
2.8216080402010046,0.9999999995579263
2.8592964824120592,0.9999999997994111
2.8969849246231147,0.9999999999103767
2.9346733668341702,0.9999999999605695
2.9723618090452257,0.9999999999829182
3.0100502512562812,0.9999999999927135
3.047738693467336,0.9999999999969396
3.0854271356783913,0.9999999999987342
3.123115577889447,0.9999999999994845
3.1608040201005014,0.9999999999997933
3.198492462311557,0.9999999999999183
3.2361809045226124,0.9999999999999682
3.273869346733668,0.9999999999999878
3.3115577889447234,0.9999999999999953
3.349246231155778,0.9999999999999982
3.3869346733668335,0.9999999999999993
3.424623115577889,0.9999999999999998
3.4623115577889436,0.9999999999999998
3.5,1.0
